"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	18	1907344	Unreliable
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	14	1906701	Unreliable
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	18	1897629	Unreliable
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Female"	"F"	"2019"	"2019"	21	1863884	1.1
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Female"	"F"	"2020 "	"2020"	11	1821212	Unreliable
"Total"	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Female"	"F"			535	41415535	1.3
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"1999"	"1999"	39	1882115	2.1
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2000"	"2000"	39	1880104	2.1
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2001"	"2001"	31	1867741	1.7
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2002"	"2002"	28	1892320	1.5
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2003"	"2003"	31	1914703	1.6
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2004"	"2004"	39	1945535	2.0
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2005"	"2005"	38	1969768	1.9
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2006"	"2006"	33	1981327	1.7
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2007"	"2007"	26	2002824	1.3
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2008"	"2008"	27	2032210	1.3
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2009"	"2009"	28	2050278	1.4
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2010"	"2010"	39	2047580	1.9
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2011"	"2011"	27	2039969	1.3
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2012"	"2012"	30	2022647	1.5
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2013"	"2013"	24	1996889	1.2
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2014"	"2014"	18	1996814	Unreliable
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2015"	"2015"	27	1995057	1.4
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2016"	"2016"	17	1999018	Unreliable
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2017"	"2017"	23	1999668	1.2
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2018"	"2018"	25	1990540	1.3
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2019"	"2019"	24	1954176	1.2
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"	"2020 "	"2020"	16	1905221	Unreliable
"Total"	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"Male"	"M"			629	43366504	1.5
"Total"	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"					1164	84782039	1.4
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"1999"	"1999"	48	4666766	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2000"	"2000"	51	4714093	1.1
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2001"	"2001"	45	4747839	0.9
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2002"	"2002"	47	4760554	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2003"	"2003"	53	4756448	1.1
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2004"	"2004"	34	4743853	0.7
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2005"	"2005"	45	4714837	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2006"	"2006"	52	4717033	1.1
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2007"	"2007"	41	4715708	0.9
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2008"	"2008"	48	4739180	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2009"	"2009"	49	4779621	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2010"	"2010"	45	4817330	0.9
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2011"	"2011"	30	4830517	0.6
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2012"	"2012"	46	4841195	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2013"	"2013"	49	4863264	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2014"	"2014"	40	4874713	0.8
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2015"	"2015"	44	4880291	0.9
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2016"	"2016"	45	4883039	0.9
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2017"	"2017"	41	4892426	0.8
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	46	4897794	0.9
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	35	4885236	0.7
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"	"2020 "	"2020"	50	4872630	1.0
"Total"	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Female"	"F"			984	105594367	0.9
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"1999"	"1999"	63	4908111	1.3
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2000"	"2000"	62	4957893	1.3
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2001"	"2001"	58	4991139	1.2
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2002"	"2002"	60	5001279	1.2
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2003"	"2003"	79	4995586	1.6
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2004"	"2004"	74	4981156	1.5
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2005"	"2005"	59	4948924	1.2
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2006"	"2006"	75	4947780	1.5
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2007"	"2007"	60	4941483	1.2
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2008"	"2008"	54	4964069	1.1
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2009"	"2009"	61	5002944	1.2
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2010"	"2010"	39	5039499	0.8
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2011"	"2011"	48	5051580	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2012"	"2012"	42	5068222	0.8
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2013"	"2013"	58	5092301	1.1
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2014"	"2014"	60	5091624	1.2
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2015"	"2015"	64	5090857	1.3
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2016"	"2016"	50	5095846	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2017"	"2017"	53	5110331	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	52	5121732	1.0
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	56	5111495	1.1
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"	"2020 "	"2020"	56	5104745	1.1
"Total"	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"Male"	"M"			1283	110618596	1.2
"Total"	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"					2267	216212963	1.0
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"1999"	"1999"	47	4277415	1.1
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2000"	"2000"	54	4375688	1.2
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2001"	"2001"	37	4517433	0.8
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2002"	"2002"	64	4612702	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2003"	"2003"	72	4693639	1.5
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2004"	"2004"	65	4762665	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2005"	"2005"	53	4823574	1.1
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2006"	"2006"	77	4880592	1.6
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2007"	"2007"	92	4930396	1.9
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2008"	"2008"	74	4983864	1.5
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2009"	"2009"	70	5024493	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2010"	"2010"	69	5044975	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2011"	"2011"	77	5078543	1.5
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2012"	"2012"	71	5105127	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2013"	"2013"	66	5102053	1.3
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2014"	"2014"	70	5101666	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2015"	"2015"	79	5074077	1.6
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2016"	"2016"	64	5028275	1.3
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2017"	"2017"	72	4993639	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	63	4984247	1.3
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	58	4959965	1.2
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"	"2020 "	"2020"	81	4945198	1.6
"Total"	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Female"	"F"			1475	107300226	1.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"1999"	"1999"	105	4623097	2.3
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2000"	"2000"	95	4723475	2.0
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2001"	"2001"	132	4888801	2.7
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2002"	"2002"	112	4985741	2.2
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2003"	"2003"	129	5048234	2.6
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2004"	"2004"	131	5124149	2.6
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2005"	"2005"	153	5208585	2.9
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2006"	"2006"	145	5272194	2.8
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2007"	"2007"	134	5319613	2.5
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2008"	"2008"	149	5363288	2.8
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2009"	"2009"	122	5385440	2.3
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2010"	"2010"	132	5392940	2.4
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2011"	"2011"	146	5440190	2.7
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2012"	"2012"	128	5457973	2.3
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2013"	"2013"	146	5453714	2.7
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2014"	"2014"	151	5444283	2.8
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2015"	"2015"	141	5424912	2.6
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2016"	"2016"	144	5372340	2.7
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2017"	"2017"	151	5317171	2.8
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	134	5292956	2.5
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	120	5253933	2.3
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"	"2020 "	"2020"	167	5232035	3.2
"Total"	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"Male"	"M"			2967	115025064	2.6
"Total"	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"					4442	222325290	2.0
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"1999"	"1999"	54	4569800	1.2
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2000"	"2000"	69	4553860	1.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2001"	"2001"	68	4567650	1.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2002"	"2002"	70	4593843	1.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2003"	"2003"	70	4616113	1.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2004"	"2004"	75	4647633	1.6
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2005"	"2005"	87	4675788	1.9
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2006"	"2006"	70	4732603	1.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2007"	"2007"	85	4792631	1.8
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2008"	"2008"	83	4862596	1.7
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2009"	"2009"	92	4928662	1.9
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2010"	"2010"	74	4969238	1.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2011"	"2011"	77	5043325	1.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2012"	"2012"	88	5095545	1.7
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2013"	"2013"	102	5165755	2.0
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2014"	"2014"	102	5284272	1.9
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2015"	"2015"	119	5389144	2.2
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2016"	"2016"	99	5479753	1.8
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2017"	"2017"	108	5572515	1.9
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	95	5628725	1.7
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	108	5666003	1.9
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"	"2020 "	"2020"	153	5678866	2.7
"Total"	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Female"	"F"			1948	110514320	1.8
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"1999"	"1999"	90	4860601	1.9
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2000"	"2000"	84	4854683	1.7
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2001"	"2001"	80	4863462	1.6
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2002"	"2002"	120	4872880	2.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2003"	"2003"	98	4862738	2.0
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2004"	"2004"	115	4880758	2.4
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2005"	"2005"	112	4886360	2.3
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2006"	"2006"	113	4934829	2.3
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2007"	"2007"	114	4988566	2.3
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2008"	"2008"	118	5072436	2.3
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2009"	"2009"	141	5146233	2.7
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2010"	"2010"	139	5187689	2.7
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2011"	"2011"	135	5302175	2.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2012"	"2012"	132	5378299	2.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2013"	"2013"	142	5476953	2.6
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2014"	"2014"	154	5585130	2.8
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2015"	"2015"	152	5701118	2.7
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2016"	"2016"	179	5791194	3.1
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2017"	"2017"	177	5928976	3.0
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	172	6007792	2.9
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	212	6061656	3.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"	"2020 "	"2020"	191	6088485	3.1
"Total"	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"Male"	"M"			2970	116733013	2.5
"Total"	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"					4918	227247333	2.2
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"1999"	"1999"	148	5002910	3.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2000"	"2000"	136	5008707	2.7
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2001"	"2001"	155	5013324	3.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2002"	"2002"	165	4985822	3.3
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2003"	"2003"	161	4959083	3.2
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2004"	"2004"	131	4948690	2.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2005"	"2005"	133	4945683	2.7
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2006"	"2006"	158	4940127	3.2
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2007"	"2007"	151	4909007	3.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2008"	"2008"	148	4869436	3.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2009"	"2009"	164	4826307	3.4
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2010"	"2010"	149	4808633	3.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2011"	"2011"	144	4798892	3.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2012"	"2012"	147	4817265	3.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2013"	"2013"	160	4830441	3.3
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2014"	"2014"	136	4872302	2.8
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2015"	"2015"	144	4902130	2.9
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2016"	"2016"	143	4914669	2.9
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2017"	"2017"	155	4995465	3.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	181	5064161	3.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	174	5119672	3.4
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"	"2020 "	"2020"	167	5178518	3.2
"Total"	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Female"	"F"			3350	108711244	3.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"1999"	"1999"	202	5100799	4.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2000"	"2000"	188	5106328	3.7
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2001"	"2001"	205	5122844	4.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2002"	"2002"	203	5094584	4.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2003"	"2003"	201	5059096	4.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2004"	"2004"	224	5052228	4.4
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2005"	"2005"	223	5049085	4.4
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2006"	"2006"	234	5049087	4.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2007"	"2007"	204	5014675	4.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2008"	"2008"	207	4975053	4.2
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2009"	"2009"	205	4930089	4.2
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2010"	"2010"	189	4908953	3.9
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2011"	"2011"	202	4900650	4.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2012"	"2012"	187	4917804	3.8
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2013"	"2013"	210	4930895	4.3
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2014"	"2014"	195	4960667	3.9
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2015"	"2015"	215	4998780	4.3
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2016"	"2016"	203	5013481	4.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2017"	"2017"	208	5111490	4.1
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	240	5197505	4.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	245	5271003	4.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"	"2020 "	"2020"	256	5347772	4.8
"Total"	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"Male"	"M"			4646	111112868	4.2
"Total"	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"					7996	219824112	3.6
